"Parent SKU","Product ID","Product SKU","Product Name","Slug","Permalink","Product URL","Description","Excerpt","Product Published","Product Modified","Type","Visibility","Featured","Virtual","Downloadable","Price","Sale Price","Sale Price Dates From","Sale Price Dates To","Weight","Weight Unit","Height","Height Unit","Width","Width Unit","Length","Length Unit","Category","Tag","Featured Image","Product Gallery","Tax Status","Tax Class","Shipping Class","Download File Name","Download File URL Path","Download Limit","Download Expiry","Download Type","Manage Stock","Quantity","Stock Status","Allow Backorders","Sold Individually","Up-Sells","Cross-Sells","External URL","Button Text","Purchase Note","Product Status","Enable Reviews","Sort Order","Advanced Google Product Feed - Availability","Advanced Google Product Feed - Condition","Advanced Google Product Feed - Brand","Advanced Google Product Feed - Product Type","Advanced Google Product Feed - Google Product Category","Advanced Google Product Feed - Global Trade Item Number (GTIN)","Advanced Google Product Feed - Manufacturer Part Number (MPN)","Advanced Google Product Feed - Gender","Advanced Google Product Feed - Age Group","Advanced Google Product Feed - Colour","Advanced Google Product Feed - Size","WordPress SEO - Focus Keyword","WordPress SEO - Meta Description","WordPress SEO - SEO Title","WordPress SEO - Google+ Description","WordPress SEO - Facebook Description"
"795525262605","699","","Variation #699 of Sun-dried Tomatoes in Olive Oil","","http://sattvicfoods.in/product_variation/","http://sattvicfoods.in/product/sun-dried-tomatoes-in-olive-oil/?attribute_size=175+g","","","31/05/2015","31/05/2015","Variation","","No","No","No","200","","","","","","","","","","","","Others","","",,"","",,,,"","","Standard","No","","In Stock","No","No","","","","","","Publish","Closed","0","","","","","","","","",,,"","","","","",""
"","697","795525262605","Sun-dried Tomatoes in Olive Oil","sun-dried-tomatoes-in-olive-oil","http://sattvicfoods.in/product/sun-dried-tomatoes-in-olive-oil/","http://sattvicfoods.in/product/sun-dried-tomatoes-in-olive-oil/","<h3>About our Sun-dried Tomatoes in Olive Oil</h3>
Our Sun-dried Tomatoes in Olive Oil use ripe tomatoes that have spent a good deal of time basking in the blazing Goan sunshine. Post this process, the tomato fruits lose their moisture but maintain their nutritional value. During cooking, the natural levels of lycopene (an antioxidant) present in tomatoes rise. By sun drying them, the sun's natural heat does the same thing, and these Sun Dried Tomatoes now have 12 times the antioxidants as raw tomatoes!

They also absolutely burst with flavour in their sun dried state. Not to mention the added benefits of the two other dynamite ingredients in this nutrient rich product :
<ul>
	<li>Our Ever Popular Himalayan Apple Cider Vinegar</li>
	<li>Extra Virgin Olive Oil<em> (Hand picked~First Cold pressed~100% Natural)</em></li>
</ul>
<h3 align=""left""><span id=""lblIng"">Ingredients</span></h3>
<p align=""left""><span id=""lblIngredients"">Su<b></b>n-<b></b>d<b></b>r<b></b>i<b></b>e<b></b>d<b></b> <b></b>t<b></b>o<b></b>m<b></b>a<b></b>t<b></b>o<b></b>e<b></b>s, <b></b>e<b></b>x<b></b>t<b></b>r<b></b>a<b></b> <b></b>v<b></b>i<b></b>r<b></b>g<b></b>i<b></b>n<b></b> <b></b>o<b></b>l<b></b>i<b></b>v<b></b>e<b></b> <b></b>o<b></b>i<b></b>l<b></b>, apple cider <b></b>v<b></b>i<b></b>n<b></b>e<b></b>g<b></b>a<b></b>r<b></b>,<b></b> himalayan crystal salt.</span></p>

<h3>Why buy our Sun-dried Tomatoes in Olive Oil?</h3>
<ul>
	<li>Moist, soft & Ready-to-eat
Oil packed sun-dried tomatoes are ready to use right out of the jar</li>
	<li>The tomatoes are high in lycopene, antioxidants and vitamin C, and low in sodium, fat and calories.</li>
	<li>We have used the best of ingredients - Our deliciously balanced Himalayan Apple Cider Vinegar is made from Organic Himalayan Apples, brewed in Himachal Pradesh by traditional Ayurveda practitioners. The Olive Oil used is extra virgin and 100 % Natural</li>
</ul>
<h3>How to use Sun-dried Tomatoes in Olive Oil</h3>
<ul>
	<li>Serve with appetizers</li>
	<li>Add to your salads and sandwiches</li>
	<li>Add to soups, pastas & other cooking</li>
	<li>Use in dips & marinades</li>
</ul>
Check out some of our favourite recipes <a href=""http://www.runnersworld.com/the-runners-pantry/the-benefits-of-sun-dried-tomatoes"">http://www.runnersworld.com/the-runners-pantry/the-benefits-of-sun-dried-tomatoes</a>

<a href=""http://healthyeating.sfgate.com/health-benefits-eating-sun-dried-tomatoes-2314.html"">http://healthyeating.sfgate.com/health-benefits-eating-sun-dried-tomatoes-2314.html</a> If you would like to know more about the health benefits of sundried tomatoes","","31/05/2015","20/08/2015","Variable","Catalog & Search","No","No","No","200","","","","","","","","","","","","Others","","http://sattvicfoods.in/wp-content/uploads/2015/05/Sundried-Tomatoes-in-Olive-oil.jpg",,"Taxable","",,,,"","","Standard","No","","In Stock","No","Yes","","","","","","Publish","Closed","0","","","","","","","","",,,"","Sun-dried Tomatoes in Olive Oil","A delicious accompaniment that goes great with soups, salads, toast. Sun-dried Tomatoes in Olive Oil are a must have in every house and every party.","Buy Sun-dried Tomatoes in Olive Oil | Sattvic Foods India","",""
"881314327263","694","","Variation #694 of Green Pumpkin Seeds (No Shell)","","http://sattvicfoods.in/product_variation/","http://sattvicfoods.in/product/green-pumpkin-seeds-no-shell/?attribute_size=100+g","","","31/05/2015","31/05/2015","Variation","","No","No","No","300","","","","","","","","","","","","Seeds","","",,"","",,,,"","","Standard","No","","In Stock","No","No","","","","","","Publish","Closed","0","","","","","","","","",,,"","","","","",""
"881314327263","693","","Variation #693 of Green Pumpkin Seeds (No Shell)","","http://sattvicfoods.in/product_variation/","http://sattvicfoods.in/product/green-pumpkin-seeds-no-shell/?attribute_size=500+g","","","31/05/2015","31/05/2015","Variation","","No","No","No","1200","","","","","","","","","","","","Seeds","","",,"","",,,,"","","Standard","No","","In Stock","No","No","","","","","","Publish","Closed","1","","","","","","","","",,,"","","","","",""
"","692","881314327263","Green Pumpkin Seeds (No Shell)","green-pumpkin-seeds-no-shell","http://sattvicfoods.in/product/green-pumpkin-seeds-no-shell/","http://sattvicfoods.in/product/green-pumpkin-seeds-no-shell/","Pumpkin seeds—also known as pepitas—are flat, dark green seeds. Some are encased in a yellow-white husk (often called the ""shell""), although some varieties of pumpkins produce seeds without shells. These seeds have a malleable, chewy texture and a subtly sweet, nutty flavor.

&nbsp;
<h3 id=""-how-to-enjoy-organic-pumpkin-seeds-"">Source of our Pumpkin Seeds</h3>
We import our Pumpkin Seeds from Turkey. These seeds  are Rich in proteins and minerals like zinc, iron, phosphorous, magnesium and manganese, pumpkin seeds are a tasty way to gain your essential nutrients.
<h3>About our Pumpkin Seeds</h3>
Our Pumkin seeds  (pepita) are edible kernels of fruit pumkin. The seeds, in-fact, are concentrated sources of many health-benefiting vitamins, minerals, anti-oxidants, and essential amino-acids such as tryptophan, and glutamate.
<h3>Ingredients</h3>
Pumpkin Seed Kernels
<h3>Why buy Our Pumpkin seeds</h3>
Our Pumpkin Seeds are packed with protein, fiber and iron. These seeds are great in salads or just for snacking. Enjoy these no shell pumpkin seeds as a tasty snack or toss them over salads for an excellent source of protein, fiber, iron and antioxidants.
<h3>How to use pumpkin seeds</h3>
<ul>
	<li>Snack on these  seeds plain, or toss them over salads for a nice crunch. These seeds are also delicious in soups and add a great texture to breads or desserts. Sprinkle them over oatmeal and cereals for a nutritional boost.</li>
	<li>They taste great when toasted with salt, spices and jaggery; making for a nutritious and healthy snack.</li>
	<li>Great in salad topping mix - with almonds, dried cranberries, raisins and other seeds.</li>
</ul>
&nbsp;

Read more about <a href=""http://sattvicfoods.in/products/health-benefits-of-pumpkin-seeds"" target=""_blank"">Health Benefits of Pumpkin Seeds</a>

&nbsp;

&nbsp;","Pumpkin Seeds are packed with protein, fiber and iron. These seeds are great in salads, baked goods or just for snacking.","31/05/2015","19/08/2015","Variable","Catalog & Search","No","No","No","300","","","","","","","","","","","","Seeds","Gluten-free|Oil-free|Salt-free|Vegan","http://sattvicfoods.in/wp-content/uploads/2015/05/U0474.jpg","696","Taxable","",,,,"","","Standard","No","","In Stock","No","Yes","","","","","","Publish","Closed","0","","","","","","","","",,,"","Pumpkin Seeds","Our pumpkin seeds are large green kernels that are rich in flavour, protein, fiber and Iron. They are great on salads, baked goods or just for snacking.","Buy Pumpkin Seeds | No Shell | Sattvic Foods India","",""
"881314327423","689","","Variation #689 of Sunflower Seeds (No Shell)","","http://sattvicfoods.in/product_variation/","http://sattvicfoods.in/product/sunflower-seeds/?attribute_size=100+g","","","30/05/2015","30/05/2015","Variation","","No","No","No","75","","","","","","","","","","","","Seeds","","",,"","",,,,"","","Standard","No","","In Stock","No","No","","","","","","Publish","Closed","0","","","","","","","","",,,"","","","","",""
"881314327423","688","","Variation #688 of Sunflower Seeds (No Shell)","","http://sattvicfoods.in/product_variation/","http://sattvicfoods.in/product/sunflower-seeds/?attribute_size=500+g","","","30/05/2015","30/05/2015","Variation","","No","No","No","600","","","","","","","","","","","","Seeds","","",,"","",,,,"","","Standard","No","","In Stock","No","No","","","","","","Publish","Closed","1","","","","","","","","",,,"","","","","",""
"","687","881314327423","Sunflower Seeds (No Shell)","sunflower-seeds","http://sattvicfoods.in/product/sunflower-seeds/","http://sattvicfoods.in/product/sunflower-seeds/","<h3></h3>
The sunflower seed is the fruit of the sunflower and the gift of the beautiful sunflower that has rays of petals emanating from its bright yellow, seed-studded center. The seeds are 10-15 mm long and 4 mm broad, cylindrical or drop-shaped.
<h3>Source of our Sunflower Seed</h3>
We import sunflower seeds from the Eastern European countries. These seeds are rich in vitamin B complex, vitamin E, magnesium, calcium and proteins. They are useful in lowering cholesterol, inflammation and osteoporosis while boosting immunity.
<h3>About Our Sunflower Seeds</h3>
Our sunflower seeds   are a healthy and delicious snack.These sunflower seeds are premium in size and taste. They’re an excellent source of protein, fiber and minerals.
<h3>Ingredients</h3>
Shelled sunflower seeds
<h3>Why Buy Our Sunflower Seeds</h3>
our seeds sprouts are popular due to their great taste and rich source of nutrients, fibers and healthy fats, the quality-approved array of Sunflower Seeds offered by us forms an essential part of one’s diet.
<h3>How to use Sunflower Seeds</h3>
These healthy seeds are a source of great nutrition and can make a delicious snack straight out of the bag! You can also try combining them with salads, adding them to snack mixes or baking with them. Their mild nutty flavor complements a wide range of dishes, particularly vegetables.

Read more about the<a href=""http://sattvicfoods.in/products/health-benefits-of-sunflower-seeds"" target=""_blank""> Health benefits of  Organic Sunflower Seeds</a>
<h3 id=""-health-benefits-of-organic-sunflower-seeds-""></h3>
&nbsp;

&nbsp;

&nbsp;","Sunflower seeds are an excellent source of protein, fiber, healthy fats and iron. Enjoy them sprinkled over salads and baked goods.","30/05/2015","13/08/2015","Variable","Catalog & Search","No","No","No","75","","","","","","","","","","","","Seeds","Gluten-free|Oil-free|Pitta|Salt-free|Vegan","http://sattvicfoods.in/wp-content/uploads/2015/05/Hulled_Sunflower_Seed_Kernels_Confectionery_Type.jpg","691","Taxable","",,,,"","","Standard","No","","In Stock","No","No","","","","","","Publish","Closed","0","","","","","","","","",,,"","Sunflower Seeds","Our sunflower seeds are hulled and lightly heated so as to facilitate extraction from the shell. They taste delicious as a snack or in salads.","Sunflower Seeds (No Shell)","",""
"760079302138","686","","Variation #686 of Bee Pollen – Nature’s Complete SuperFood","product-329-variation","http://sattvicfoods.in/product_variation/product-329-variation/","http://sattvicfoods.in/product/bee-pollen-natures-complete-superfood/?attribute_size=200+g","","","30/05/2015","30/05/2015","Variation","","No","No","No","1200","","","","","","","","","","","","Supplements","","",,"","",,,,"","","Standard","No","","Out of Stock","No","No","","","","","","Publish","Closed","1","","","","","","","","",,,"","","","","",""
"795525262551","667","","Variation #667 of Himalayan Dried Apple Slices","","http://sattvicfoods.in/product_variation/","http://sattvicfoods.in/product/himalayan-dried-apple-slices/?attribute_size=500+g","","","18/05/2015","18/05/2015","Variation","","No","No","No","600","","","","","","","","","","","","Dehydrates","","",,"","",,,,"","","Standard","No","","In Stock","No","No","","","","","","Publish","Closed","1","","","","","","","","",,,"","","","","",""
"795525262551","666","","Variation #666 of Himalayan Dried Apple Slices","","http://sattvicfoods.in/product_variation/","http://sattvicfoods.in/product/himalayan-dried-apple-slices/?attribute_size=50+g","","","18/05/2015","18/05/2015","Variation","","No","No","No","75","","","","","","","","","","","","Dehydrates","","",,"","",,,,"","","Standard","No","","In Stock","No","No","","","","","","Publish","Closed","0","","","","","","","","",,,"","","","","",""
"","665","795525262551","Himalayan Dried Apple Slices","himalayan-dried-apple-slices","http://sattvicfoods.in/product/himalayan-dried-apple-slices/","http://sattvicfoods.in/product/himalayan-dried-apple-slices/","<h2><strong>Origin</strong></h2>
Kokum is indigenous to the Western Ghats of India, and has been a part of the country’s history for centuries. The fruit’s recognition is still limited to the subcontinent of Southeast Asia, although a few kokum butter-based cosmetic products have begun to appear in the global markets.
<h2><strong>Taste</strong></h2>
Kokum is sweet, but acidic. It has a juicy texture common among other fruits in the mangosteen family: each of the fruit’s five to eight sections has edible, watery yet potent flesh surrounding a malleable flat seed.

Dried kokum peel tastes exceptionally sour and metallic, with no trace of sweetness. The lack of sugar gives the fruit a salty disposition, not unlike fresh cranberry.

The fruit is seldom consumed raw and is instead used as a flavoring agent in curries or drinks.
<h2><strong>Nutritional Value</strong></h2>
Kokum has not undergone a formal nutritional analysis. It is, however, high in vitamin C, low in fat and calories, low sugar and high in fiber.
<h2><strong>Health Benefits</strong></h2>
Kokum has many traditional medicinal uses:
<ul>
	<li>Anthelmintic</li>
	<li>Cardiotonic</li>
	<li>Fights dysentery</li>
	<li>Reduces tumors</li>
	<li>Alleviates pain</li>
	<li>Astringent</li>
	<li>Its juice aids digestion an wards off heat stroke</li>
	<li>Its butter treats burns and various wounds</li>
	<li>Reduces biliousness</li>
</ul>
&nbsp;
<h2><strong>How to use</strong></h2>
<ul>
	<li><strong>Substitute</strong> for tomato or tamarind to make a zestier dal or curry.</li>
	<li>Make<strong> rasam</strong> by soaking and boiling the peel in water. Use 1 cup of water for every 2 kokum peels. Add salt and sugar to the mixture once boiled. On the side, briefly heat mustard seeds, chili and cumin in oil. Add these spices to the kokum water concoction. Serve the rasam with rice or serve as a soup.</li>
	<li>Make <strong>kokum kadi,</strong> a famous sour, savory beverage made by combining dried coconut, salt and green chilies with kokum syrup and water.</li>
	<li>Make <strong>kokum tea</strong>, Bring water to boil in a medium pot, add kokum and let it simmer for a few minutes. Strain and serve hot.</li>
</ul>","1kg of Fair-trade Farmer Direct Kokum, produces 50g of hygienically solar Kokum Rinds","18/05/2015","16/08/2015","Variable","Catalog & Search","No","No","No","75","","","","","","","","","","","","Dehydrates","Gluten-free|Raw|Vegan","http://sattvicfoods.in/wp-content/uploads/2015/02/SF_Kokum-dried.png","643|641|642","Taxable","",,,,"","","Standard","No","","In Stock","No","Yes","","","","","","Trash","Closed","0","","","","","","","","",,,"","Kokum","Kokum is a superfood of the Konkan region and grown by local farmers. It is high in vitamin C, low in fat and calories, low sugar and high in fiber.","Dried Kokum Rinds (Konkan Superfood)","",""
"79552526254","608","","Variation #608 of Himalayan Crystal Salt (Stone Ground)","","http://sattvicfoods.in/product_variation/","http://sattvicfoods.in/product/himalayan-crystal-salt/?attribute_size=1+kg","","","20/04/2015","20/04/2015","Variation","","No","No","No","500","","","","","","","","","","","","Others","","",,"","",,,,"","","Standard","No","","In Stock","No","No","","","","","","Publish","Closed","1","","","","","","","","",,,"","","","","",""
"79552526254","607","","Variation #607 of Himalayan Crystal Salt (Stone Ground)","","http://sattvicfoods.in/product_variation/","http://sattvicfoods.in/product/himalayan-crystal-salt/?attribute_size=200+g","","","20/04/2015","20/04/2015","Variation","","No","No","No","150","","","","","","","","","","","","Others","","",,"","",,,,"","","Standard","No","","In Stock","No","No","","","","","","Publish","Closed","0","","","","","","","","",,,"","","","","",""
"","606","79552526254","Himalayan Crystal Salt (Stone Ground)","himalayan-crystal-salt","http://sattvicfoods.in/product/himalayan-crystal-salt/","http://sattvicfoods.in/product/himalayan-crystal-salt/","Once upon a time (a couple of hundreds of millions of years ago) crystallized sea salt beds, now deep within the Himalayans, were covered by lava. Aside from being kept it in a pristine environment that has been surrounded by snow and ice year round, the lava is thought to have protected the salt from modern-day pollution leading to the belief that Himalayan crystal salt is the purest salt to be found on earth. It is now hand-mined from the mountains and brought to the culinary market to be sold as the most premium salt in the world.

These salt deposits are roughly 250 million years old, meaning they were deposited long before the earth became polluted with heavy metals, pesticides and other chemicals. While there is really no such thing as ""organic"" salt, this is probably the most pristine salt you'll find anywhere on the planet. Eating this salt is a lot like going back in time and consuming minerals from pre-industrial Earth.

The large crystals are cut up, rinsed with water, sun-dried and then ground into a powder. Our salt is always <b>stone ground</b>. No metal ever touches the salt during grinding. All the salt is extracted by hand from the salt caves (ancient sea bed deposits). No salt from other sources is mixed with this salt.
<h2><strong>Pink when crystals, whitish when powdered</strong></h2>
The light pink color of the Crystal Salt crystal is due to the presence of Natural Iron Oxide in the salt, when these crystal salts are crushed, the powdered salt is more whitish than pink.
<h2><strong><span data-dmc=""section-headline"">Sodium and 84 Other Minerals</span></strong></h2>
<p data-dmc=""section"">While himalayan crystal salt is made up primarily of sodium, it also contains 60 to 65 trace minerals. Sodium helps keep your blood pressure in check as well as aiding in cardiovascular function. The recommended upper limit is 2,300 milligrams of sodium per day for adults or as specified by your doctor in case of heart condition.</p>
Himalayan Crystal Salt is a pristine source of natural mineral salts. It is good source of at least 10 essential minerals required by the human body, which is not present in the sea salt. Himalayan crystal salt has high quantities of phosphorus, calcium, potassium, iron, magnesium, zinc, selenium, copper, bromine, zirconium and iodine.
<h2><strong>Using in Cooking and Seasoning</strong></h2>
<p data-dmc=""section"">Himalayan salt is an alternative to table salt. The crystals of the salt are best added to soups, stews or marinades, where they are easily dissolved.</p>

<h2 class=""header""><strong><span data-dmc=""section-headline"">Using in Brine Therapy</span></strong></h2>
<p data-dmc=""section"">Because of its mineral content, Himalayan crystal salt can also be used in brine therapy, where it can help regulate your blood circulation and pressure, as well as treat skin diseases and help restore your acid-base balance. To take part in brine therapy, soak in a bath of dissolved Himalayan crystal salt, which helps promote self-healing and detoxification through osmosis.</p>
<p data-dmc=""section"">Best of all, Himalayan salt is naturally anti-microbial, so clean up requires just a quick scrub or rinse.</p>

<h2><strong>Suitable for Fasting</strong></h2>
<p data-dmc=""section"">This salt can be even used during fast days, as many religions treat crystal salt as pure as water and air since it is derived from nature.</p>

<h2><strong>Benefits of Consuming</strong></h2>
<ul>
	<li data-dmc=""section"">Create an electrolyte balance</li>
	<li data-dmc=""section"">Increases hydration</li>
	<li data-dmc=""section"">Regulate water content both inside and outside of cells</li>
	<li data-dmc=""section"">Balance pH (alkaline/acidity) and help to reduce acid reflux</li>
	<li data-dmc=""section"">Prevent muscle cramping</li>
	<li data-dmc=""section"">Aid in proper metabolism functioning</li>
	<li data-dmc=""section"">Strengthen bones</li>
	<li data-dmc=""section"">Lower blood pressure</li>
	<li data-dmc=""section"">Help the intestines absorb nutrients</li>
	<li data-dmc=""section"">Prevent goiter</li>
	<li data-dmc=""section"">Improve circulation</li>
	<li data-dmc=""section"">Dissolve and eliminate sediment to remove toxins</li>
</ul>
&nbsp;

&nbsp;","Fair-trade Powdered Himalayan Crystal Salt, hand-mined from the Himalayas with innumerable therapeutic benefits crystallized over 250,000,000 yrs ago","20/04/2015","15/08/2015","Variable","Catalog & Search","No","No","No","150","","","","","","","","","","","","Others","Gluten-free|Raw|Vegan","http://sattvicfoods.in/wp-content/uploads/2015/04/himalayan-crystal-salt.jpg","639|640","Taxable","",,,,"","","Standard","No","","In Stock","No","No","","","","","","Publish","Closed","0","","","","","","","","",,,"","Himalayan Crystal Salt","Fair-trade Powdered Himalayan Crystal Salt, with innumerable therapeutic benefits","Himalayan Crystal Salt","",""
"795525262551","605","","Variation #605 of Dried Kokum Rind (Fair-trade Konkan Superfood)","","http://sattvicfoods.in/product_variation/","http://sattvicfoods.in/product/dried-kokum-rind/?attribute_size=500+g","","","20/04/2015","20/04/2015","Variation","","No","No","No","600","400","","","","","","","","","","","Dehydrates","","",,"","",,,,"","","Standard","No","","In Stock","No","No","","","","","","Publish","Closed","1","","","","","","","","",,,"","","","","",""
"795525262551","604","","Variation #604 of Dried Kokum Rind (Fair-trade Konkan Superfood)","","http://sattvicfoods.in/product_variation/","http://sattvicfoods.in/product/dried-kokum-rind/?attribute_size=50+g","","","20/04/2015","20/04/2015","Variation","","No","No","No","75","50","","","","","","","","","","","Dehydrates","","",,"","",,,,"","","Standard","No","","In Stock","No","No","","","","","","Publish","Closed","0","","","","","","","","",,,"","","","","",""
"","603","795525262551","Dried Kokum Rind (Fair-trade Konkan Superfood)","dried-kokum-rind","http://sattvicfoods.in/product/dried-kokum-rind/","http://sattvicfoods.in/product/dried-kokum-rind/","<h2><strong>Origin</strong></h2>
Kokum is indigenous to the Western Ghats of India, and has been a part of the country’s history for centuries. The fruit’s recognition is still limited to the subcontinent of Southeast Asia, although a few kokum butter-based cosmetic products have begun to appear in the global markets.
<h2><strong>Taste</strong></h2>
Kokum is sweet, but acidic. It has a juicy texture common among other fruits in the mangosteen family: each of the fruit’s five to eight sections has edible, watery yet potent flesh surrounding a malleable flat seed.

Dried kokum peel tastes exceptionally sour and metallic, with no trace of sweetness. The lack of sugar gives the fruit a salty disposition, not unlike fresh cranberry.

The fruit is seldom consumed raw and is instead used as a flavoring agent in curries or drinks.
<h2><strong>Nutritional Value</strong></h2>
Kokum has not undergone a formal nutritional analysis. It is, however, high in vitamin C, low in fat and calories, low sugar and high in fiber.
<h2><strong>Health Benefits</strong></h2>
Kokum has many traditional medicinal uses:
<ul>
	<li>Anthelmintic</li>
	<li>Cardiotonic</li>
	<li>Fights dysentery</li>
	<li>Reduces tumors</li>
	<li>Alleviates pain</li>
	<li>Astringent</li>
	<li>Its juice aids digestion an wards off heat stroke</li>
	<li>Its butter treats burns and various wounds</li>
	<li>Reduces biliousness</li>
</ul>
&nbsp;
<h2><strong>How to use</strong></h2>
<ul>
	<li><strong>Substitute</strong> for tomato or tamarind to make a zestier dal or curry.</li>
	<li>Make<strong> rasam</strong> by soaking and boiling the peel in water. Use 1 cup of water for every 2 kokum peels. Add salt and sugar to the mixture once boiled. On the side, briefly heat mustard seeds, chili and cumin in oil. Add these spices to the kokum water concoction. Serve the rasam with rice or serve as a soup.</li>
	<li>Make <strong>kokum kadi,</strong> a famous sour, savory beverage made by combining dried coconut, salt and green chilies with kokum syrup and water.</li>
	<li>Make <strong>kokum tea</strong>, Bring water to boil in a medium pot, add kokum and let it simmer for a few minutes. Strain and serve hot.</li>
</ul>
&nbsp;

&nbsp;","1kg of Fair-trade Farmer Direct Kokum, produces 50g of hygienically solar Kokum Rinds","20/04/2015","17/08/2015","Variable","Catalog & Search","No","No","No","50","","","","","","","","","","","","Dehydrates","Gluten-free|Raw|Vegan","http://sattvicfoods.in/wp-content/uploads/2015/04/Kokum.jpg","643|641|642|592","Taxable","",,,,"","","Standard","No","","In Stock","No","No","","","","","","private","Closed","0","","","","","","","","",,,"","Kokum","Kokum is a superfood of the Konkan region and grown by local farmers. It is high in vitamin C, low in fat and calories, low sugar and high in fiber.","Dried Kokum Rinds (Konkan Superfood)","",""
"760079302183","602","","Variation #602 of Himalayan Dried Apple Slices","","http://sattvicfoods.in/product_variation/","http://sattvicfoods.in/product/himalayan-dried-apple-slices-with-skin/","","","20/04/2015","20/04/2015","Variation","","No","No","No","600","","","","","","","","","","","","Dehydrates","","",,"","",,,,"","","Standard","No","","In Stock","No","No","","","","","","Publish","Closed","1","","","","","","","","",,,"","","","","",""
"760079302183","601","","Variation #601 of Himalayan Dried Apple Slices","","http://sattvicfoods.in/product_variation/","http://sattvicfoods.in/product/himalayan-dried-apple-slices-with-skin/","","","20/04/2015","20/04/2015","Variation","","No","No","No","150","","","","","","","","","","","","Dehydrates","","",,"","",,,,"","","Standard","No","","In Stock","No","No","","","","","","Publish","Closed","0","","","","","","","","",,,"","","","","",""
"","600","760079302183","Himalayan Dried Apple Slices","himalayan-dried-apple-slices-with-skin","http://sattvicfoods.in/product/himalayan-dried-apple-slices-with-skin/","http://sattvicfoods.in/product/himalayan-dried-apple-slices-with-skin/","<h3>Source of our Dried Apple Slices</h3>
Fresh Organically grown Himalayan Apples!
<h3>About our Himalayan Dried Apple Slices</h3>
<ul>
	<li>Dried, sweet, Himalayan apple rings with the skin and totally natural (no preservatives).</li>
	<li>Dried Apples are an excellent source of dietary fiber. One serving provides you with 16% of your needs for the day. After all, there must be some truth to the saying 'An apple a day keeps the doctor away'</li>
	<li>25% of the fiber found in apples is soluble. This type of fiber is believed to help reduce cholesterol.</li>
	<li>These apples have been dehydrated hygienically, under temperatures below 50 degrees maintaining all the nutrients of this Ace fruit.</li>
</ul>
<h3>Ingredients</h3>
Organic Himalayan Apples
<h3>How to use Himalayan Dried Apple Slices?</h3>
<ul>
	<li>Eat as a snack</li>
	<li>Serve with salads</li>
	<li>Combine with muesli</li>
	<li>Bake into desserts</li>
</ul>
<h3>Storage</h3>
Store in a cool, dry place.

&nbsp;

Read more about their health benefits <a href=""http://healthyeating.sfgate.com/dehydrated-apples-healthy-5756.html"">http://healthyeating.sfgate.com/dehydrated-apples-healthy-5756.html</a>

So grab a few bags of this healthy snack, and enjoy the goodness of Himalayan hygienically Dried Apples.

&nbsp;","1kg of Organically grown Himalayan Apples, produces 50g of hygienically solar Dried Apple Slices","20/04/2015","22/08/2015","Variable","Catalog & Search","No","No","No","150","","","","","","","","","","","","Dehydrates","Gluten-free|Raw|Vegan","http://sattvicfoods.in/wp-content/uploads/2015/04/DriedApples.jpg","668|588","Taxable","",,,,"","","Standard","No","","In Stock","No","Yes","","","","","","Publish","Closed","0","","","","","","","","",,,"","Dried Apple","1kg of Organically grown Himalayan Apples, produces 50g of hygienically solar Dried Apple Slices","Himalayan Dried Apple Slices","",""
"","599","","Dried Himalayan Apple Chips","dried-himalayan-apple-chips","http://sattvicfoods.in/product/dried-himalayan-apple-chips/","http://sattvicfoods.in/product/dried-himalayan-apple-chips/","","","20/04/2015","16/08/2015","Simple Product","","No","No","No","","","","","","","","","","","","","Uncategorized","","",,"","",,,,"","","Standard","No","","","No","No","","","","","","Trash","Closed","0","","","","","","","","",,,"","","","","",""
"881314327430","598","","Variation #598 of Gluten-free Rolled Oats","product-326-variation","http://sattvicfoods.in/product_variation/product-326-variation/","http://sattvicfoods.in/product/gluten-free-jumbo-rolled-oats/?attribute_size=5+kgs+%28Bulk+packing%29","","","20/04/2015","20/04/2015","Variation","","No","No","No","1000","","","","","","","","","","","","Grains","","",,"","",,,,"","","Standard","No","","In Stock","No","No","","","","","","Publish","Closed","1","","","","","","","","",,,"","","","","",""
"760079302145","520","","Variation #520 of Coconut Vinegar (With the &#8216;Mother&#8217;)","","http://sattvicfoods.in/product_variation/","http://sattvicfoods.in/product/coconut-vinegar/","","","24/03/2015","24/03/2015","Variation","","No","No","No","75","","","","","","","","","","","","Others","","",,"","",,,,"","","Standard","No","","In Stock","No","No","","","","","","Publish","Closed","0","","","","","","","","",,,"","","","","",""
